faculty,partner_uni,partner_uni_module_1,partner_uni_module_1_title,partner_uni_module_1_credits,partner_uni_module_2,partner_uni_module_2_title,partner_uni_module_2_credits,nus_module_1,nus_module_1_title,nus_module_1_credits,nus_module_2,nus_module_2_title,nus_module_2_credits
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1049,GLOBAL SUPPLY CHAIN MANAGEMENT,7.5,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1051,ISSUES IN INTERNATIONAL FINANCE,7.5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1052,FINANCIAL MODELS IN EXCEL,7.5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1014,SERVICE ECONOMICS,7.5,,,,DSC3203,Service Operations Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1015,INTERNATIONAL FINANCE,7.5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1016,RISK MANAGEMENT,7.5,,,,FIN3118,Financial Risk Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1025,PRINCIPLES OF FINANCIAL ACCOUNTING,7.5,,,,ACC1002,Financial Accounting,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1028,FINANCIAL MARKETS AND INSTRUMENTS,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Copenhagen Business School,HA.SHRF,STRATEGY & MANAGEMENT OF HUMAN & FINANCIAL RESOURCES,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1029,CORPORATE GOVERNANCE,7.5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1030,HUMAN RESOURCE MANAGEMENT FROM AN INTERNATIONAL PERSPECTIVE,7.5,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1031,STRATEGY & MANAGEMENT OF HUMAN AND FINANCIAL RESOURCES,7.5,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1032,ADVANCE SERVICE ECONOMICS,7.5,,,,DSC3203,Service Operations Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1033,CLIMATE STRATEGIES FOR BUSINESS,7.5,,,,MNO4313,Seminars in Leadership and Hum,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1034,CORPORATE GOVERNANCE & FINANCE,7.5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1037,"WEB INTERACTION DESIGN AND COMMUNICATION - NEW FORMS OF INTERACTION, KNOWLEDGE SHARING AND COLLABORA",7.5,,,,MKT3415,Marketing in a Digital Age,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1038,STRATEGIC MANAGEMENT,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1039,BEHAVIORAL FINANCE,7.5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1042,CAPITAL MARKET THEORY,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1043,GLOBAL STOCK MARKETS,7.5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1045,MANAGEMENT ACCOUNTING & CONTROL SYSTEMS,7.5,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1071,ASSET ALLOCATION,7.5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1075,"EU, THE EUROPEAN MARKET & BUSINESS STRATEGY",7.5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1080,BUSINESS STRATEGY,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1058,TOPICS OF FINANCE,7.5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1060,INTRODUCTION TO QUANTITATIVE BUSINESS RESEARCH USING SPSS,7.5,,,,FIN4111,Research Methods in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1063,STRATEGIC NETWORK DESIGN - MANAGEMENT OF SUPPLY AND DISTRIBUTION,7.5,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1065,ADVANCED SERVICE MARKETING,7.5,,,,MKT3412,Services Marketing,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1066,TRADING IN FINANCIAL MARKETS,7.5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1067,FINANCIAL MANAGEMENT,7.5,,,,FIN2004,Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1069,PROJECT MANAGEMENT,7.5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1070,HUMAN RESOURCE MANAGEMENT,7.5,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1130,CREATIVE INDUSTRIES,7.5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1132,LEADING AND MANAGING ORGANISATIONS,7.5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1136,INTERNATIONAL BUSINESS NEGOTIATION,7.5,,,,MNO3322,Negotiations and Bargaining,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1139,FINANCIAL MODELS IN EXCEL,7.5,,,,FIN4112,Seminars in Finance (SIF),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1141,GLOBAL STRATEGIC MANAGEMENT,7.5,,,,BSP4512,Global Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1083,MACROECONOMICS,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1084,CROSS BORDER STRATEGIC MANAGEMENT,7.5,,,,BSP4512,Global Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1085,INTERCULTURAL BUSINESS COMMUNICATION,7.5,,,,MNO3312,Organisational Communication,4,,,
NUS Business School,Copenhagen Business School,BPOLO1342U,CORPORATE FINANCE,7.5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1093,GLOBAL FINANCIAL CRISIS,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1102,INTERNATIONAL MANAGEMENT,7.5,,,,BSP4512,Global Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1111,SOCIAL MEDIA MANAGEMENT,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1179,ORGANIZATIONAL COMMUNICATION AND REPUTATION MANAGEMENT - THEORY AND PRACTICE,7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1180,ORGANIZATIONAL_ BEHAVIOR PRINCIPLES IN PRACTICE - UNDERSTANDING AND PREDICTING WORKERS BEHAVIOR,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1183,SOCIAL CONSTRUCTION OF LEADERSHIP,7.5,,,,MNO2007,Leadership and Ethics,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1185,DIVERSITY MANAGEMENT,7.5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1187,MANAGEMENT OF CREATIVE PROCESSES,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1188,INTERNAL MARKET REGULATION,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1192,PRINCIPLES OF MARKETING,7.5,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1196,STRATEGY & MANAGEMENT OF HUMAN & FINANCIAL RESOURCES,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1203,INNOVATION MANAGEMENT,7.5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1143,NAMING & FRAMING: CREATIVE WORDMAKING AS A VEHICLE FOR INNOVATIVE THINKING AND PRODUCT DEVELOPMENT,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1145,INTERNATIONAL BUSINESS ENVIRONMENT,7.5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1150,INTERNATIONAL NEGOTIATIONS,7.5,,,,MNO3322,Negotiations and Bargaining,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1151,DECISION MAKING AND RISK MANAGEMENT,7.5,,,,MNO4313E,SIMHC:Mng'l & Org Cognitn,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1153,STRATEGIC MANAGEMENT OF INNOVATION AND TECHNOLOGY,7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1161,MANAGING PEOPLE,7.5,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1164,STRATEGIC CORPORATE SOCIAL RESPONSIBILITY _ SUSTAINABILITY CHALLENGES,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1166,LANGUAGE OF NEGOTIATIONS,7.5,,,,MNO3322,Negotiations and Bargaining,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1168,GLOBAL ECONOMIC GOVERNANCE,7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1174,GLOBAL PEOPLE MANAGEMENT: LEADERSHIP AND HUMAN RESOURCE MANAGEMENT,7.5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1274,EVENT AND FESTIVAL MANAGEMENT,7.5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1208,LEADERSHIP COMMUNICATION: THEORY AND PRACTISE,7.5,,,,MNO2007,Leadership and Ethics,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1210,FINANCIAL DERIVATIVES AND THEIR APPLICATIONS,7.5,,,,FIN3116,Options and Futures,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1212,QUANTITATIVE METHODS IN FINANCE AND ECONOMICS,7.5,,,,FIN4112,Seminars in Finance (SIF),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1217,GLOBAL FINANCE AND WORLD MARKETS,7.5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1222,BUSINESS RESEARCH METHODOLOGY,7.5,,,,MNO4312,Research Methods In Mgt & Org,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1225,APPLIED INTERNATIONAL MARKETING RESEARCH,7.5,,,,MKT4415C,,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1237,ARTS MANAGEMENT & CULTURAL ENTREPRENEURSHIP,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1246,GLOBAL SUPPLY CHAIN MANAGEMENT,7.5,,,,DSC4211X,,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1250,GLOBAL STOCK MARKETS,7.5,,,,FIN4112,Seminars in Finance (SIF),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1253,"BUSINESS, MORALITY AND CAPITALISM - A CRITICAL DIALOGUE ON THE ISSUES",7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1255,BUSINESS CONTINUITY MANAGEMENT,7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1325,STRATEGIC BRAND MANAGEMENT,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1326,THE DIGITAL ENTERPRISE: COMMUNICATION AND MARKETING STRATEGIES FOR THE INTERNET,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1330,THE CONTEXT AND PROCESS OF ENTREPRENEURSHIP,7.5,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1334,OPERATIONS MANAGEMENT - ENHANCING COMPETITIVENESS THROUGH OPERATIONAL EFFECTIVENESS,7.5,,,,DSC2006,Operations Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1335,"MARKETING, CREATIVITY AND INNOVATION",15,,,,MKT3422Z,Topics in Marketing,4,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1339,MARKETING RESEARCH IN INNOVATION PROCESSES,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1345,RETAIL BRANDING & INNOVATION,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1348,UNDERGRADUATE CORPORATE FINANCE,7.5,,,,FIN2004,Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1350,RISK MANAGEMENT AND CORPORATE FINANCE,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1351,CORPORATE STRATEGY,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1286,LEADERSHIP,7.5,,,,MNO2007,Leadership and Ethics,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1288,MARKETING-THE ESSENTIALS AND THE TREND DRIVERS,7.5,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1289,BUSINESS AND SOCIETY,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1292,MARKETING OF NATIONS AND PLACES,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1311,PRODUCT DEVELOPMENT AND TARGET MARKET SEGMENTATION,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1313,BEHAVIOURAL ECONOMICS,7.5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1316,APPLIED BUSINESS RESEARCH,7.5,,,,MKT4412,Marketing Theory: Cultivating,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1317,BRAND GOVERNANCE,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1318,FROM GOOD IDEA TO VENTURE: HOW HIGH-POTENTIAL START-UP COMPANIES OVERCOME STRATEGIC ISSUES,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1319,RETAIL MARKETING,7.5,,,,MKT2411,Retail Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1322,UNDERGRADUATE INTERNATIONAL FINANCIAL MANANAGEMENT AND HEDGING,7.5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1432,UNDERGRADUATE FINANCIAL MODELING,7.5,,,,FIN3130,Financial Modelling,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1352,LUXURY MANAGEMENT AND MARKETING; ARTFUL EUROPEAN STRATEGIES FOR GLOBAL MARKETS,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1354,INTERNATIONAL MARKETING MANAGEMENT-STRATEGIC THINKING FOR MANAGING AND MARKETING IN A GLOBAL ECONO,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1359,MARKETING COMMUNICATION PLANNING AND RESEARCH,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1363,PRINCIPLES OF CORPORATE FINANCE,7.5,,,,FIN2004,Finance,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1372,UNDERGRADUATE CONSUMER BEHAVIOUR AND CUSTOMER ANALYSIS,7.5,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1376,"ENTREPRENEURSHIP AND INNOVATION IN A GLOBAL PERSPECTIVE. CONCEPTS, DEVELOPMENT, AND CHALLENGES",7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1378,ORGANIZATION THEORY,7.5,,,,MNO3303,Organisational Effectiveness,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1381,STRATEGIC SUPPLY CHAIN MANAGEMENT: BUILDING THE LEAN AND AGILE BUSINESS,7.5,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1383,LOGISTICS AND TRANSPORTATION MANAGEMENT,7.5,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1390,TOURISM SUPPLY AND OPERATIONS MANAGEMENT: TOURISM AND HOSPITALITY,7.5,,,,DSC3222Y,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1402,FINANCIAL DERIVATIVES,7.5,,,,FIN3116,Options and Futures,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1409,INTRODUCTION TO SOCIAL ENTREPRENEURSHIP,7.5,,,,MNO3330,Social Entrepreneurship,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1410,NEGOTIATION SKILLS AND CONFLICT MANAGEMENT _ DRIVERS OF SUCCESS AND COMPLEXITY,7.5,,,,MNO3322,Negotiations and Bargaining,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1414,COMPETITIVENESS AND OPERATIONS PERFORMANCE,7.5,,,,DSC3222X,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1415,PRINCIPLES OF MACROECONOMICS,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1457,Topics in Finance,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1458,Quantitative Methods in Finance & Economics,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1456,International Financial Markets,7.5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Copenhagen Business School,BIZ-DO-ZXY1455,Business Research Methodology,7.5,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Copenhagen Business School,BHAAV6008U,Forecasting in Business and Economics,1,,,,DSC3222Y,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Copenhagen Business School,BINTV1051U,Big Data Analytics for Managers,1,,,,DSC3222Z,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Copenhagen Business School,BABHAAV6013U,Qualitative Methods in Marketing and Consumer Research,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BABBLCV6000U,Fashion Entrepreneurship and Business Development,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BABIMKV1701U,Comprehending Consumers across Cultures,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BSCBHAAV6019U,Neuromarketing,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BSCBHAAV1988U,Retail Marketing,7.5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Copenhagen Business School,BA-BHAAV6020U,"EU, the Internal Market and Business Strategy",7.5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Copenhagen Business School,BA-BHAAV6025U,Principles of Banking and Financial Intermediation,7.5,,,,FIN3117,Bank Management,4,,,
NUS Business School,"City, University of London",BS3203,ADVERTISING,7.5,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,"City, University of London",BS3107,ADVANCED STRATEGIC MANAGEMENT,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,"City, University of London",FR2100,SECURITIES ANALYSIS,7.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,"City, University of London",BS3211,SUPPLY CHAIN & LOGISTICS MANAGEMENT,7.5,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,"City, University of London",FR3200,FINANCIAL ENGINEERING,7.5,,,,FIN3116,Options and Futures,4,,,
NUS Business School,"City, University of London",BS3201,STRATEGIC MARKETING,7.5,,,,MKT3413,Sme Marketing Strategy,4,,,
NUS Business School,"City, University of London",BS2107,MANAGEMENT ACCOUNTING,7.5,,,,ACC2002,Managerial Accounting,4,,,
